distance_km,power_db,event_label,trace_id
0.0,-0.005838960501985022,0,0
0.005001250312578144,-0.01904532982479233,0,0
0.010002500625156289,0.06326918096987233,0,0
0.015003750937734433,-0.0187701783345384,0,0
0.020005001250312578,0.0025878024230709213,0,0
0.02500625156289072,-0.0585693201876905,0,0
0.030007501875468866,0.005969861492488747,0,0
0.03500875218804701,-0.004806837179341807,0,0
0.040010002500625155,0.05663093518234451,0,0
0.0450112528132033,-0.04403624072912045,0,0
0.05001250312578144,-0.08171809836729817,0,0
0.05501375343835959,-0.043391560546692715,0,0
0.06001500375093773,-0.036444004609341996,0,0
0.06501625406351588,-0.056667044696268515,0,0
0.07001750437609403,0.004338313914049681,0,0
0.07501875468867217,0.0025010214040303794,0,0
0.08002000500125031,-0.038800059079608845,0,0
0.08502125531382845,-0.005812254613715895,0,0
0.0900225056264066,-0.02812529485202972,0,0
0.09502375593898474,-0.01526151227617996,0,0
0.10002500625156288,-0.03144033295030856,0,0
0.10502625656414104,0.01359560323255845,0,0
0.11002750687671918,-0.029472581765487303,0,0
0.11502875718929732,-0.01840614051892345,0,0
0.12003000750187547,0.00035583009264205864,0,0
0.12503125781445362,-0.030813953575950678,0,0
0.13003250812703177,-0.027846510775817252,0,0
0.1350337584396099,0.02489269782371332,0,0
0.14003500875218805,-0.0021832881582386846,0,0
0.1450362590647662,-0.0065615891295016555,0,0
0.15003750937734434,-0.042053402574333,0,0
0.15503875968992248,0.0032276943927204323,0,0
0.16004001000250062,-0.004477114239353135,0,0
0.16504126031507876,-0.02094958183186942,0,0
0.1700425106276569,-0.019749046725198192,0,0
0.17504376094023505,-0.040295103892982194,0,0
0.1800450112528132,0.015254906561372163,0,0
0.18504626156539133,-0.06046432060079263,0,0
0.19004751187796948,-0.014829001374207344,0,0
0.19504876219054762,-0.05554143423711466,0,0
0.20005001250312576,-0.05791829365483227,0,0
0.20505126281570393,-0.039841271731699074,0,0
0.21005251312828208,-0.02713123800919951,0,0
0.21505376344086022,-0.021642667108656973,0,0
0.22005501375343836,-0.04468831142902018,0,0
0.2250562640660165,-0.0467057752889081,0,0
0.23005751437859465,0.010600805526070393,0,0
0.2350587646911728,-0.07057662260397361,0,0
0.24006001500375093,-0.05228561846029193,0,0
0.24506126531632907,-0.028340971703399068,0,0
0.25006251562890724,-0.05615894502589684,0,0
0.2550637659414854,-0.02879558322483902,0,0
0.26006501625406353,-0.09198707206644957,0,0
0.2650662665666417,-0.053637522558544044,0,0
0.2700675168792198,-0.07356813031870964,0,0
0.27506876719179796,-0.038158279467644,0,0
0.2800700175043761,-0.07091911048662211,0,0
0.28507126781695424,-0.014261833611692677,0,0
0.2900725181295324,-0.055942001825919484,0,0
0.29507376844211053,-0.025771305193642572,0,0
0.30007501875468867,-0.051011065596024856,0,0
0.3050762690672668,-0.0051844642519206854,0,0
0.31007751937984496,-0.07676083420329019,0,0
0.3150787696924231,-0.08881317203940259,0,0
0.32008002000500124,-0.04858462553451072,0,0
0.3250812703175794,-0.11009607046061826,0,0
0.3300825206301575,-0.08050230456559199,0,0
0.33508377094273567,-0.0905017282451678,0,0
0.3400850212553138,-0.07538132784834042,0,0
0.34508627156789196,-0.08386791638952508,0,0
0.3500875218804701,-0.11860148633516304,0,0
0.35508877219304824,-0.10785414275649742,0,0
0.3600900225056264,-0.054561721612805286,0,0
0.3650912728182045,-0.042257905356175074,0,0
0.37009252313078267,-0.10550280189888697,0,0
0.3750937734433608,-0.07985435094214402,0,0
0.38009502375593895,-0.052506118668678645,0,0
0.3850962740685171,-0.0675910589946054,0,0
0.39009752438109524,-0.02938822057985644,0,0
0.3950987746936734,-0.04375927401979878,0,0
0.4001000250062515,-0.1186311854043072,0,0
0.4051012753188297,-0.053803152617295895,0,0
0.41010252563140787,-0.06582835093339844,0,0
0.415103775943986,-0.06414652978809551,0,0
0.42010502625656415,-0.04437916979246175,0,0
0.4251062765691423,-0.045854876223492644,0,0
0.43010752688172044,-0.07235877058032457,0,0
0.4351087771942986,-0.08827340673237712,0,0
0.4401100275068767,-0.09285768357281055,0,0
0.44511127781945486,-0.0705798239065759,0,0
0.450112528132033,-0.08750621427325843,0,0
0.45511377844461115,-0.047524061046520606,0,0
0.4601150287571893,-0.08188337400273069,0,0
0.46511627906976744,-0.10433661937365282,0,0
0.4701175293823456,-0.10218233288580131,0,0
0.4751187796949237,-0.05596915018562849,0,0
0.48012003000750186,-0.053899731642167534,0,0
0.48512128032008,-0.13200771283903828,0,0
0.49012253063265815,-0.15936950953453283,0,0
0.4951237809452363,-0.07804809100204578,0,0
0.5001250312578145,-0.10627512719358419,0,0
0.5051262815703926,-0.12224266598195513,0,0
0.5101275318829708,-0.14585296227013567,0,0
0.5151287821955489,-0.08658366210674247,0,0
0.5201300325081271,-0.0947269351881436,0,0
0.5251312828207052,-0.08851100045809941,0,0
0.5301325331332833,-0.157545457558466,0,0
0.5351337834458615,-0.09317605282474242,0,0
0.5401350337584396,-0.1155258100485048,0,0
0.5451362840710178,-0.10970613730803806,0,0
0.5501375343835959,-0.13087622911649602,0,0
0.5551387846961741,-0.17355125724521736,0,0
0.5601400350087522,-0.10338424543860873,0,0
0.5651412853213303,-0.11391231835172315,0,0
0.5701425356339085,-0.10898512378656476,0,0
0.5751437859464866,-0.08102621397860502,0,0
0.5801450362590648,-0.1187432341366858,0,0
0.5851462865716429,-0.14442529695162032,0,0
0.5901475368842211,-0.11451756119742625,0,0
0.5951487871967992,-0.10690309650246264,0,0
0.6001500375093773,-0.11770817327045716,0,0
0.6051512878219555,-0.11196884240845899,0,0
0.6101525381345336,-0.11845456436019688,0,0
0.6151537884471118,-0.11555687336692268,0,0
0.6201550387596899,-0.15584639310156928,0,0
0.6251562890722681,-0.13366452393667047,0,0
0.6301575393848462,-0.12250813833134284,0,0
0.6351587896974243,-0.13094731189662034,0,0
0.6401600400100025,-0.13875361163116723,0,0
0.6451612903225806,-0.11663638543394073,0,0
0.6501625406351588,-0.1839574866197576,0,0
0.6551637909477369,-0.1559039979030382,0,0
0.660165041260315,-0.09145962582764347,0,0
0.6651662915728932,-0.15281498388509934,0,0
0.6701675418854713,-0.12035762467747169,0,0
